,match,team,alliance,leave,"ground pick-up","center line pick-up","auto scoring","teleop scoring","stage level",spotlight,"stage time","brick time","defense time","driver skill","defense skill",speed,stability,"intake consistency",scouter,comments,accuracy,timestamp
325,8,3b,blue,false,true,false,"[]","[as, as, as, ss, as, as, ss]",3,false,1000,0,0,4,2,3,3,4,"kratosss (4135)","8048",,1710448369945
326,7,3b,blue,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"rampardo  (6694)","6647 Voltec\nNo participó ",,1710448493464
327,7,3r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"noshtag (6694)","9213,no se presento",,1710448544969
328,9428,3r,red,false,true,false,"[]","[am, am, sm, as]",2,false,0,1050,0,2,2,3,4,1,"27chetanap (1072)","Team 2141",,1710448550045
329,7,2r,red,true,true,false,"[ss, ss, sm]","[as, sm, sm, sm, sm]",0,false,0,15000,0,0,0,0,0,0,"esteban (6694)","9134",,1710448645453
330,7,1r,red,false,true,false,"[]","[sm, ss, ss, ss, ss, ss, ss, ss, sm, ss]",2,true,0,6950,0,0,0,0,0,0,"vania (6694)","7102 ",,1710448654376
331,7,2b,blue,true,true,false,"[]","[as, sm, as, sm, sm]",1,false,10800,35500,0,0,0,0,0,0,"william  (6694)","9280 PrepaTec- High Altitude Robotics\nFalla en lanzar en el speaker ",,1710448680985
332,7,1b,blue,true,true,false,"[ss, sm]","[sm, ss, ss, ss, am, ts, tm, tm]",1,true,0,0,0,0,0,0,0,0,"zander (6694)","3472 Buluk",,1710448691720
333,9429,1b,blue,false,false,false,"[]","[]",0,false,0,151850,0,0,0,0,0,0,"25bennyf (1072)","I'm not sure wehre 1678 was, since there was literally 6619 and then a green colored robot, so I cannot rate it.",,1710448792630
334,9,1b,blue,true,true,false,"[ss]","[as, am, as, ss, ss, ss, ss, ss, sa, as, ss, sa, as]",2,false,9550,8550,1000,3,2,4,4,3,"kratosss (4135)","1678",,1710448798259
335,9,2b,blue,true,true,true,"[]","[ss, sm, as, as, sm, as, sm]",3,false,6000,0,0,3,1,4,2,4,"kratosss (4135)","254",,1710448834710
336,9,3b,blue,true,true,false,"[ss, sm]","[am, am, ss, sa, sm, ss, ss, ss, ss]",0,false,0,0,0,3,2,3,3,3,"kratosss (4135)","6619",,1710448837271
337,9,2r,red,false,false,false,"[]","[]",0,false,0,14200,0,0,0,2,1,0,"kratosss (4135)","3257\nI think the note got stuck in the shooter.",,1710448864739
338,8,2r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,2,0,"25tiffanyg (1072)","3257\ndid nothing but wanted to do amp",,1710448920882
339,9429,2b,blue,true,true,true,"[]","[]",2,false,6000,2100,6200,3,3,4,3,4,"25pranavs (1072)","team 254",,1710448923338
340,9429,3r,red,false,false,false,"[]","[]",0,false,0,0,0,2,2,2,2,2,"27chetanap (1072)","Team 2141- didn’t see their robot/team number there this round; I don’t think they were there this round",,1710448968714
341,8,2b,blue,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"william  (6694)","3478 PrepaTec-LamBot No se presentó ",,1710449076621
342,8,3b,blue,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"rampardo  (6694)","4731 Monarch-e\nNo participó ",,1710449087165
343,9430,2b,blue,false,true,false,"[]","[as, am, as, am, as]",0,false,0,8700,6000,3,2,4,2,3,"25pranavs (1072)","team 2073\nvery fast and clean scoring",,1710449202554
344,10,1b,blue,false,true,false,"[ss]","[as, ss, as, ss, am, as]",0,false,0,8500,0,2,0,3,2,3,"kratosss (4135)","8015",,1710449204976
345,10,2r,red,false,false,false,"[am]","[]",0,false,0,110750,0,0,0,0,0,0,"kratosss (4135)","7667",,1710449205993
346,10,3b,blue,false,true,false,"[]","[ss, sa]",0,false,0,37050,0,3,1,3,2,1,"kratosss (4135)","3482",,1710449206902
347,10,2r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"25tiffanyg (1072)","7667\n- did nothing",,1710449211069
348,9430,3r,red,true,false,false,"[]","[am, am, as, am, am, as, am]",2,false,4700,2300,0,3,2,2,2,3,"27chetanap (1072)","Team 5274",,1710449211477
349,8,1b,blue,true,true,false,"[ss]","[as, as, as, ss, sm, sm, ss, tm, tm, tm]",2,true,7900,3750,0,0,0,0,0,0,"zander (6694)","6017 - Cyberius\n",,1710449221572
350,10,2b,blue,true,true,false,"[]","[as, ss, sm, as, sa, ss]",0,false,0,0,0,2,0,3,2,3,"kratosss (4135)","2073",,1710449225407
351,8,3r,red,true,true,false,"[]","[as]",1,false,8300,19700,19050,0,0,0,0,0,"noshtag (6694)","9593,intake se atora",,1710449240358
352,8,2r,red,true,true,false,"[ss, sm]","[sm, ss, ss, ss, ss, ss, ss, sm, ss, ss]",1,false,1000,0,0,0,0,0,0,0,"esteban (6694)","7102",,1710449252560
353,8,1r,red,true,true,false,"[]","[sm, ss, ss, ss]",2,true,14200,13000,0,0,0,0,0,0,"vania (6694)","6702",,1710449264804
354,9431,1b,blue,false,false,false,"[]","[]",0,false,0,124700,0,2,2,2,2,2,"25bennyf (1072)","Looked alright",,1710449708120
355,9431,2b,blue,false,true,false,"[]","[ss]",2,false,0,10450,0,2,2,1,3,2,"25pranavs (1072)","1662\nscoring was iffy",,1710449719704
356,11,1r,red,false,false,false,"[]","[as]",1,false,0,0,0,1,1,1,0,0,"kratosss (4135)","Doesn’t appear to have an intake",,1710449727088
357,9431,2r,red,false,false,false,"[]","[sm]",0,false,0,0,0,0,0,0,0,0,"25tiffanyg (1072)","6981\n- painfully slow",,1710449728437
358,11,3r,red,true,true,false,"[ss, ss]","[ss, ss, ss, ss, ss, ss]",1,false,0,0,0,3,0,3,4,4,"kratosss (4135)","Team 3598",,1710449737329
359,9431,3r,red,false,false,false,"[as]","[as, as, as, as, as, as]",1,false,3550,0,0,3,2,2,2,4,"27chetanap (1072)","Team 3598",,1710449740142
360,9,1r,red,false,false,false,"[]","[]",2,false,0,0,100850,0,0,0,0,0,"vania (6694)","7102",,1710449789259
361,9,3b,blue,false,true,false,"[as, as]","[ss, ss, sm, ss, sm, sm, ss, ss, ss]",0,false,0,0,0,0,0,0,0,0,"rampardo  (6694)","6647 Voltec",,1710449794041
362,11,3b,blue,true,true,true,"[ss, ss, ss]","[ss, ss, ss, ss, ss, ss, ss, ss, ss, as, as, as]",2,false,4000,0,0,4,0,4,4,4,"kratosss (4135)","1678",,1710449795981
363,9,2b,blue,false,true,false,"[]","[ss, ss, ss, sm, sm, sm]",0,false,8400,22000,0,0,0,0,0,0,"william  (6694)","6694, se quedó quieto ",,1710449800013
364,9,3r,red,false,true,false,"[]","[am, sm, ss, ss, ss, sm, ss, ss, ss, ss]",1,false,7600,20550,5000,0,0,0,0,0,"noshtag (6694)","5705,muy bueno en genera\nl",,1710449805312
365,9,2r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"esteban (6694)","4010, no se presento",,1710449858226
366,9,1b,blue,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"zander (6694)","6608\nNo participo en esta ronda",,1710449926223
367,12,3b,blue,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"kratosss (4135)","1072\n\nNo Show",,1710450031695
368,12,3b,blue,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"kratosss (4135)","1072\n\nNo show",,1710450052422
369,12,2r,red,true,true,false,"[as, ss]","[as, ss, ss, as, as, ss, as, ss]",0,false,0,23600,0,0,0,0,0,4,"25stefanm (1072)","Good ",,1710450203627
370,12,1r,red,true,false,false,"[]","[]",1,false,0,5900,0,0,0,0,0,0,"kratosss (4135)","751\nMoved in Autonomous to parked position and did not move the remainder of the match ",,1710450225144
371,12,2r,red,true,true,true,"[sm, sm, sm, sm]","[as, am, ss, ss, ss]",0,false,0,0,0,4,0,4,0,4,"kratosss (4135)","5415, piece got stuck on them, they like Spain without the a",,1710450225282
372,10,1r,red,false,true,false,"[]","[ss, sm, ss, sm]",0,false,0,0,0,0,0,0,0,0,"vania (6694)","9282",,1710450417460
373,10,3b,blue,true,true,false,"[]","[sm, ss, sm, sm, ss, ss]",0,false,0,12800,0,0,0,0,0,0,"rampardo  (6694)","5887 Imperator",,1710450427693
374,10,2b,blue,false,true,false,"[]","[ss, ss, ss, as, ss, ss, sm, ss, ss, sm, ss]",1,false,17450,13450,0,0,0,0,0,0,"william  (6694)","6647",,1710450428229
375,10,3r,red,false,true,false,"[]","[sm]",1,false,11700,31400,43200,0,0,0,0,0,"noshtag (6694)","4782",,1710450430946
376,10,1b,blue,true,true,false,"[ss]","[sm, ss, sm, ss, ss, sm, ss, as]",2,false,14450,0,0,0,0,0,0,0,"zander (6694)","6017-Cyberius",,1710450431794
377,10,2r,red,true,true,false,"[ss, ss, sm]","[ss, am, ss, sm, sm, sm, ss]",1,false,12900,0,0,0,0,0,0,0,"esteban (6694)","3472, la velocidad de tiro al speaker no es constante",,1710450435528
378,13,2r,red,false,false,false,"[]","[ss, sm]",1,false,24000,0,0,0,0,0,0,0,"kratosss (4135)","5515, no auto, alligned facing wrong way, inconsistent intake, noisy intake\nFell off stagw",,1710450762574
379,9432,1b,blue,false,true,false,"[]","[ss, ss, ss, sm, ss, ss, ss, ss, sm]",2,false,3900,3000,0,4,0,4,3,3,"25giae (1072)","",,1710450765557
380,13,2r,red,false,true,false,"[]","[ss, ss]",0,false,0,17250,0,2,2,2,1,0,"25stefanm (1072)","",,1710450771041
381,13,3b,blue,true,true,false,"[sm]","[sm]",2,false,21300,6900,0,0,0,0,0,1,"kratosss (4135)","1072",,1710450775263
382,9432,3b,blue,false,true,false,"[]","[ss, ss, ss, sm, ss]",2,false,45800,8300,0,2,0,1,3,3,"27spencerm (1072)","Great job team! Only issue was speed of bot. Bot also lost grip on the stage over time.",,1710450787948
383,9432,3b,blue,false,true,false,"[]","[sm]",2,false,27500,0,0,1,0,1,2,1,"27alicel (1072)","1072",,1710450792023
384,13,1r,red,true,true,true,"[ss, ss, ss]","[ss, ss, as, as, ss, as, as, sm, sm, ss, sa, ss, ts]",2,false,0,0,0,4,4,4,4,4,"kratosss (4135)","Citrus Circuits\n1678",,1710450792613
385,9432,1r,red,true,true,true,"[ss, ss, ss, ss, ss, ss, ss]","[ss, ss, ss, as, as, as, ss]",3,false,0,0,0,4,0,4,4,4,"ren (1072)","its citrus",,1710450825794
386,14,3r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"26mihirk (1072)","4135 didn't show up for their match.",,1710451166258
387,14,2r,red,true,true,false,"[ss]","[ss, ss, ss, as, as]",3,false,2100,38300,0,3,2,2,3,2,"25stefanm (1072)","",,1710451291468
388,9433,3b,blue,true,false,false,"[ss]","[ss, am]",0,false,0,0,0,0,0,2,0,0,"27alicel (1072)","7130",,1710451293071
389,14,2r,red,true,true,false,"[ss]","[as, as, ss, ss, ss]",3,false,10000,0,0,3,1,2,4,4,"kratosss (4135)","8048, crahs into the thing during auto, good at harmknu",,1710451293483
390,14,1r,red,true,false,false,"[ss]","[ss, ss, ss, ss, ss]",3,false,0,0,0,3,2,3,4,3,"kratosss (4135)","4135\nWas blocked half the game and had piece dropped on it\n",,1710451310847
391,9433,1b,blue,true,true,false,"[]","[sm, ss, sm, ss, ss, as]",2,false,8100,9850,0,2,0,2,4,2,"25giae (1072)","",,1710451314633
392,9433,1r,red,false,false,false,"[]","[ss, ss, ss, ss]",3,false,7650,14450,0,2,2,2,2,4,"ren (1072)","astop",,1710451315909
393,13,3r,red,true,false,false,"[]","[sm]",0,false,0,108100,0,0,0,0,0,0,"kratosss (4135)","Team 701. Moved slightly during AUTO, but that was it.",,1710451316584
394,14,3b,blue,true,true,false,"[ss]","[ss, ss]",0,false,0,1250,46800,0,0,0,0,0,"kratosss (4135)","7130\n\nKeeps dropping the note",,1710451326257
395,9433,3b,blue,false,true,false,"[]","[sm, ss, sm, sm]",0,false,0,19300,0,0,0,2,2,2,"27spencerm (1072)","Team 7130\ndid some shots but shooter seemed underpowered, missed short a few times\nAlso decided to play defense on its own alliance\nI don’t recommend this driver",,1710451330186
396,14,2r,red,true,true,true,"[ss, ss, ss]","[as, as, ss, ss, as, as, as, as, as, ss, ss, ss]",3,false,0,0,0,4,4,3,3,4,"25stefanm (1072)","",,1710451737531
397,15,2r,red,true,true,true,"[ss, ss, ss]","[as, as, sa, sa, ss, as, as, sa, as, sa, sa, sa, ts]",2,false,15000,0,0,4,4,4,4,4,"kratosss (4135)","1678, super goaded Wu TV the sauce tkshrbkdjfbebrjidit",,1710451746553
398,15,3r,red,true,true,true,"[]","[ss, sa, sa, sa, ss]",2,false,5000,0,0,0,0,0,0,0,"26mihirk (1072)","6947",,1710451761765
399,15,1r,red,true,false,false,"[ss]","[ss, ss, ss]",2,false,0,0,0,3,0,0,3,2,"kratosss (4135)","",,1710451765642
400,9434,3b,blue,true,true,true,"[ss, ss]","[as, as, ss, sm, as, as, ss, ts]",2,false,8600,2050,0,2,0,3,3,3,"27spencerm (1072)","Team 254\ndecided to shoot some notes from human player to the edge of their zone and pick them up later",,1710451767279
401,9434,1b,blue,true,true,true,"[]","[as, as, as, as, ss]",3,false,9250,0,0,2,0,3,4,4,"25giae (1072)","They were throwing the notes over the stage to get it closer to the speaker",,1710451783745
402,15,3b,blue,true,true,true,"[ss]","[as, as, as, as, sa]",2,false,7700,0,0,3,0,3,4,4,"kratosss (4135)","254",,1710451788099
403,9434,1r,red,true,true,false,"[]","[ss, ss, ss, ss]",3,false,37050,0,0,2,2,1,3,3,"ren (1072)","double shot once",,1710451805572
404,15,2r,red,false,false,false,"[]","[sm]",3,false,0,3950,39800,2,1,2,2,1,"25stefanm (1072)","",,1710452261884
405,16,2b,blue,true,false,false,"[]","[am, as, as]",0,false,0,0,0,2,1,2,1,1,"kratosss (4135)","7528",,1710452277197
406,16,3r,red,false,true,false,"[ss]","[as, ss, as, as]",0,false,0,0,0,0,0,0,0,0,"26mihirk (1072)","7667",,1710452284819
407,9435,3b,blue,false,true,false,"[ss]","[ss, ss, sm, sm]",2,false,12100,0,0,0,0,0,3,1,"27alicel (1072)","1662",,1710452292427
408,9435,1b,blue,true,true,false,"[as]","[as, as, am, am, sm]",2,false,11800,7700,0,2,0,2,3,2,"25giae (1072)","A lot of their shots were not strong enough when shooting at the speaker",,1710452307269
409,9435,3b,blue,false,false,false,"[]","[ss, sm, sm]",2,false,15950,6450,0,1,0,0,4,1,"27spencerm (1072)","Team 1662\nSo slow it’s funny but so chunky it’s not falling over",,1710452307487
410,9435,3b,blue,false,true,false,"[ss]","[ss, ss, ss, sm, sm, am]",2,false,2850,0,0,2,3,1,3,3,"kratosss (4135)","1662",,1710452315184
411,16,2r,red,false,true,false,"[]","[ss, ss, sm]",0,false,10700,7600,11900,2,2,2,2,2,"kratosss (4135)","3880",,1710452322812
412,16,1b,blue,false,false,false,"[]","[sm, sm, sm, sm, sm]",1,false,0,15000,26350,3,0,3,2,4,"kratosss (4135)","Team 3257. Aimed for the SPEAKER from afar and therefore missed often.",,1710452391445
413,16,1r,red,false,true,false,"[as]","[as, as, as, am, as, as]",0,false,0,0,0,1,0,2,2,2,"26mikhilk (1072)","no speaker",,1710452409866
414,9435,1r,red,false,true,false,"[as]","[as, am, as, as, as]",0,false,0,0,0,1,0,2,2,2,"27aydeng (1072)","only scores amp\nrobot is drivetrain + intake (which turns up to be amp)\nno hang",,1710452417909
415,9435,1r,red,false,true,false,"[as]","[as, as, as, am, as]",0,false,0,0,0,1,2,1,2,2,"ren (1072)","no speaker and no hang ",,1710452422166
416,17,3r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"kratosss (4135)","1072\n\nNo show",,1710452653199
417,17,3r,red,true,true,false,"[ss]","[]",0,false,0,4000,0,0,0,0,0,0,"26mihirk (1072)","Bad at scoring and retaining notes.",,1710453113257
418,9436,3b,blue,false,true,false,"[ss]","[ss, ss, ss, ss, ss, ss, ss]",0,false,0,0,0,3,0,3,3,3,"27spencerm (1072)","Team 8404\nReally fast and consistent.",,1710453126811
419,16,2r,red,false,false,false,"[]","[sm, ss, sm, sm, sm, sm]",2,false,0,15800,0,0,0,0,1,0,"25stefanm (1072)","",,1710453130432
420,17,3r,red,true,true,false,"[ss]","[]",0,false,0,4000,0,0,0,0,0,0,"26mihirk (1072)","Bad at scoring and retaining notes.\n8015",,1710453131080
421,17,2b,blue,false,true,false,"[]","[am, am, sm, sa, sm, tm]",0,false,0,6300,0,3,3,2,2,1,"kratosss (4135)","4159",,1710453147214
422,9436,2r,red,false,false,false,"[]","[sm, ss, sm, sm, sm, sm, sm]",2,false,23550,0,0,0,0,0,3,2,"27alicel (1072)","Just sat around the speaker missing for a while.\n2141",,1710453151762
423,17,3b,blue,false,true,false,"[]","[ss, ss, ss, ss, ss, ss, as]",1,false,0,2650,0,4,3,3,3,2,"kratosss (4135)","8404",,1710453151871
424,17,2r,red,false,true,false,"[]","[sm, ss, sm, sm, sm, sm, sm]",0,false,7850,10000,0,0,0,0,2,1,"kratosss (4135)","2141",,1710453181522
425,9436,1r,red,true,false,false,"[]","[am, sm, as]",0,false,0,4500,0,0,0,2,2,0,"ren (1072)","kept missing intake and shooting power seemed weak/inconsistent at times",,1710453237250
426,9436,1b,blue,true,true,false,"[as]","[sm, ss, sm, ss, ss, ss, as, ss]",1,false,8100,6950,0,3,0,4,3,2,"25giae (1072)","",,1710453256590
427,18,2r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"kratosss (4135)","199 (No show)",,1710453570862
428,9437,3b,blue,true,true,false,"[ss]","[as, as, as, as, as, ss]",2,false,6700,0,0,2,0,3,3,2,"27spencerm (1072)","Team 8048\nRectangular bot xD",,1710453620749
429,9437,1r,red,true,true,true,"[ss, ss, sm]","[sm, as, sm, sm, sm, ss, sa, as, as]",1,false,0,0,0,0,0,0,0,0,"27alicel (1072)","254\nCollision occurred ",,1710453622438
430,9437,1b,blue,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"25giae (1072)","It wasn’t there",,1710453633641
431,18,2b,blue,true,true,false,"[ss, ss, ss]","[ss, ss, ss, sa, sa, ss, ss, ss, ss, ss, ss, ts]",3,false,5150,0,0,4,3,4,4,4,"kratosss (4135)","1678",,1710453638910
432,18,3b,blue,true,true,false,"[]","[as, as, sa, as, as, ss, ss]",3,false,850,0,0,4,1,3,2,4,"kratosss (4135)","8048",,1710453648265
433,17,1b,blue,false,true,false,"[]","[as, as, sa]",0,false,0,28550,53600,2,3,3,0,3,"kratosss (4135)","Team 5515",,1710453651808
434,18,3r,red,false,true,false,"[]","[am, as, ss]",0,false,0,17000,25000,1,1,1,1,2,"kratosss (4135)","5515",,1710453655983
435,9437,1r,red,true,true,true,"[ss, ss, sm, sm]","[sm, as, sm, sm, ss, as, as]",0,false,0,11000,0,0,0,0,0,0,"ren (1072)","collision and then stopped for a bit also kept missing",,1710453681995
436,19,2b,blue,false,true,false,"[]","[sm, sm, sm, ss, ss, ss]",3,false,9750,0,0,3,2,3,2,1,"kratosss (4135)","7130",,1710454088779
437,19,1r,red,true,true,true,"[ss, ss, ss]","[ss, ss, ss, ss, ss, ss, ss, ss, ss, ss, ts]",2,false,29850,0,0,3,0,4,4,4,"kratosss (4135)","Team 604",,1710454095935
438,19,3b,blue,false,true,false,"[]","[as, as, ss, as]",3,false,1000,0,0,3,2,3,2,2,"kratosss (4135)","5419",,1710454098142
439,19,3r,red,true,true,true,"[ss, ss]","[ss, ss, ss, ss, ss, ss, sm, ss, ss, ss]",0,false,27000,0,0,4,0,3,3,4,"kratosss (4135)","604",,1710454099794
440,18,3r,red,true,true,false,"[ss, ss]","[ss, ss, ss, ss, ss, ss, ss, ss, ss, ss, ss, ts]",2,false,0,0,0,4,0,4,4,4,"25georgec (1072)","604\ngoated robot",,1710454112368
441,19,1r,red,false,false,false,"[ss, sm]","[ss, ss, ss]",1,false,1850,0,0,2,0,2,4,4,"24saniag (1072)","pretty slow alignment before shooting",,1710454116867
442,19,2r,red,false,false,false,"[]","[as]",0,false,0,70800,4250,0,0,0,2,0,"kratosss (4135)","7686",,1710454125712
443,9438,1b,blue,false,true,false,"[]","[ss, ss, sm, sm]",2,true,31700,0,0,2,0,2,3,2,"26alviraa (1072)","5458\n",,1710454143570
444,19,2b,blue,false,true,false,"[sm]","[sm, ss, sm, ss]",2,false,10700,0,0,0,0,0,1,1,"24brindhac (1072)","7130 - lost track of them for a while. kind of slow/driver could use more practice with the bot",,1710454149305
445,9438,3b,blue,false,false,false,"[]","[]",0,false,0,141600,0,2,2,2,2,2,"25bennyf (1072)","4519 seemed okay. Nothing special.",,1710454164374
446,11,3r,red,false,false,false,"[]","[]",0,false,0,61550,0,0,0,0,0,0,"noshtag (6694)","6896",,1710454307827
447,11,2b,blue,true,true,false,"[sm, sm]","[sm]",1,false,2600,98650,0,0,0,0,0,0,"william  (6694)","3472, mucho tiempo quieto ",,1710454309747
448,11,2r,red,false,false,false,"[]","[sm]",1,false,18850,46900,0,0,0,0,0,0,"esteban (6694)","6606, se le dificulta",,1710454311203
449,11,1r,red,true,true,false,"[ss, ss]","[sm, as, as, sm, sm, ss, ss, sm]",2,true,6750,14750,0,0,0,0,0,0,"vania (6694)","6702",,1710454326170
450,11,1b,blue,false,true,false,"[sm]","[]",1,false,0,24000,0,0,0,0,0,0,"zander (6694)","4782-Borrebots",,1710454332611
451,11,3b,blue,false,true,false,"[]","[sm, sm, sm, ss, sm, sm, sm, sm, ss, ss, ss, ss, ss]",0,true,0,15000,0,0,0,0,0,0,"rampardo  (6694)","3354 TecDroid",,1710454392152
452,20,2b,blue,false,true,false,"[]","[as, as, as, as, as, as, am]",0,false,0,0,0,3,3,2,2,2,"kratosss (4135)","3257",,1710454528281
453,20,3r,red,false,true,false,"[am]","[as, as, am, am, am]",0,false,0,3750,0,2,0,2,2,3,"kratosss (4135)","7528",,1710454539401
454,9439,3b,blue,false,false,false,"[am]","[]",0,false,0,132350,0,2,2,1,1,1,"25bennyf (1072)","9125 barely did anything. not impressed",,1710454550455
455,19,3r,red,true,false,false,"[as]","[as, as, am, am]",0,false,0,0,0,0,0,3,3,0,"25georgec (1072)","7528\nthey didn’t use their ground intake\n\n",,1710454555544
456,20,1b,blue,false,true,false,"[sm]","[sm, sm, sm, sm, sm, sm]",2,false,10500,0,0,1,0,0,3,4,"kratosss (4135)","Team 4135",,1710454565313
457,9439,1b,blue,false,false,false,"[]","[sm, sm, sm, sm, sm, sm]",2,false,7400,5700,0,1,0,2,0,2,"26alviraa (1072)","4135\nIt kept throwing the notes over/ under the speaker. It kept stopping/ starting",,1710454580400
458,20,2r,red,false,true,false,"[]","[ss, ss, ss, sm, sm, sm]",0,false,0,13700,0,2,0,2,2,2,"kratosss (4135)","3482",,1710454582855
459,20,1r,red,true,true,false,"[ss, ss]","[ss, ss, sm]",0,false,0,34450,0,3,0,4,4,3,"24saniag (1072)","8404, had trouble with alignment, bricked halfway through match but was shooting accurately",,1710454596001
460,20,2b,blue,false,true,false,"[]","[as, as, as, as, as, as]",1,false,0,1900,0,2,0,2,2,2,"24brindhac (1072)","3257 - consistent amp bot, slightly slow/looked like they were malfunctioning occasionally",,1710454624080
461,9440,3b,blue,false,false,false,"[am, am]","[]",0,false,0,74550,0,0,0,0,0,0,"25bennyf (1072)","Driving was bad, shooting did not work at all. overall bad performance.",,1710454922679
462,21,3b,blue,true,false,false,"[sm]","[ss, sm, sm]",1,false,0,18000,0,1,0,1,1,2,"kratosss (4135)","3880",,1710454935191
463,21,2b,blue,true,true,false,"[ss]","[sm, sm, sm, sm, as]",0,false,0,0,0,1,0,1,3,1,"24brindhac (1072)","3189 - no bots on opposite alliance in match, spent ages trying to align scoring, missed (didn’t shoot with enough power). amp was ok",,1710455009106
464,12,2r,red,true,true,false,"[ss, ss, ss, ss]","[as, as, sa, sa, as, as, sm, ss, as]",2,false,11550,0,0,0,0,0,0,0,"esteban (6694)","3478",,1710455161231
465,12,2b,blue,true,true,false,"[sm]","[]",1,false,0,47300,0,0,0,0,0,0,"william  (6694)","4010, se trabo ",,1710455166155
466,12,1b,blue,true,true,false,"[ss]","[as, as, sm, ss, ss, ss, sm, tm, tm, tm]",1,true,18300,0,4350,0,0,0,0,0,"zander (6694)","6702-StingBots\nSe puede sostener por si mismo",,1710455192349
467,12,1r,red,false,true,false,"[]","[sm, sm, sm, ss, sm]",0,true,0,0,0,0,0,0,0,0,"vania (6694)","9134",,1710455194069
468,12,3r,red,false,true,false,"[ss]","[ss, sa, sa, ss, ss, ss, ss, ss]",0,false,0,8850,0,0,0,0,0,0,"noshtag (6694)","5948",,1710455198463
469,12,3b,blue,false,true,false,"[]","[as, as, sm, sm, sm]",0,false,0,0,0,0,0,0,0,0,"axel (6694)","6694",,1710455354866
470,22,2r,red,true,false,true,"[sm]","[am, am, am, am, am]",0,false,0,0,82200,2,4,3,0,4,"kratosss (4135)","8015 prone to piece stuck on robot",,1710455496777
471,21,3r,red,true,true,true,"[sm]","[as, am, am]",0,false,0,0,0,3,2,3,3,3,"25georgec (1072)","5419\naccidentally got more stuck on arm when trying to score amp",,1710455516759
472,22,3b,blue,true,true,true,"[sm, ss, ss, ss, ss]","[as, as, as, as, as, sm, ss, ss, ss, ss]",2,false,13050,0,0,4,0,4,4,4,"kratosss (4135)","1678",,1710455534603
473,22,2b,blue,false,false,false,"[]","[]",0,false,0,87200,0,0,0,0,0,0,"24brindhac (1072)","701 - bricked entire match :(\n5419 got a note stuck on them and was playing decent defense against 1678 tho",,1710455535205
474,9441,3b,blue,false,false,false,"[as, am, as, as]","[]",0,false,0,119550,0,4,3,4,4,3,"25bennyf (1072)","Driver was very skilled. Movement was excellent and shooting was great. 1678 literally carried the team considering it was the only one functioning.",,1710455540694
475,13,1r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"vania (6694)","9103 no se presentó y nadie entró en su lugar ",,1710455652404
476,13,3r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"noshtag (6694)","7725 ,no se presentó ",,1710455681143
477,13,2b,blue,true,true,false,"[as]","[ss, sm, ss, sm, as, as, sm, ss, ss, as, ss, sm, sm]",1,false,17400,0,0,0,0,0,0,0,"william  (6694)","6647",,1710455752180
478,13,1b,blue,true,true,false,"[ss, ss]","[ss, ss, am, ss, ss, ss, ss, sm, sm]",2,true,18300,0,0,0,0,0,0,0,"zander (6694)","7102-Daedalus",,1710455826461
479,9442,2r,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"26charliew (1072)","didnt show up",,1710455867402
480,13,2r,red,false,false,false,"[]","[]",0,false,0,80100,0,0,0,0,0,0,"esteban (6694)","6606",,1710455963956
481,23,2r,red,false,false,false,"[]","[as, as, as, ss, sm, as, as, sa, as, as, sa, sa, ss, ts]",2,false,10000,0,0,0,0,0,0,0,"kratosss (4135)","1678, goated",,1710456011458
482,9443,3b,blue,false,false,false,"[am, as, as, am]","[]",0,false,0,127700,0,1,2,3,2,2,"25bennyf (1072)","Driver was clumsy but robot movement was fine and shooting was good.",,1710456027885
483,23,1r,red,true,false,false,"[sm]","[sm, sm, sm, sm, sm, ss, ss, sm, ss]",1,false,0,0,0,2,0,1,1,1,"kratosss (4135)","2141\nFires quickly but inaccurately ",,1710456031052
484,23,3b,blue,true,true,true,"[ss, sm]","[as, as, am, as, sa, sm]",2,false,750,0,0,2,0,2,1,1,"kratosss (4135)","8048",,1710456041795
485,9440,1b,blue,false,false,false,"[]","[ss, ss, ss, sm]",2,false,1000,6350,0,1,0,1,2,2,"26alviraa (1072)","1662\nDoesn’t do defense, slow",,1710456059964
